,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71
0,-0.19354533,0.25538868,0.11075524,0.1949138,-0.19354533,0.25538868,0.11075524,0.1949138,0.0192691,-0.024380222,-0.010923693,-0.018858382,0.0,0.0,0.0,0.0,-0.024380222,0.033593826,0.013951788,0.024826504,0.0,0.0,0.0,0.0,-0.010923693,0.013951788,0.0063176444,0.011123235,0.0,0.0,0.0,0.0,-0.018858382,0.024826504,0.011123235,0.020342117,0.0,0.0,0.0,0.0,0.0385382,-0.048760444,-0.021847386,-0.037716765,0.0192691,-0.024380222,-0.010923693,-0.018858382,-0.048760444,0.06718765,0.027903575,0.04965301,-0.024380222,0.033593826,0.013951788,0.024826504,-0.021847386,0.027903575,0.012635289,0.02224647,-0.010923693,0.013951788,0.0063176444,0.011123235,-0.037716765,0.04965301,0.02224647,0.040684234,-0.018858382,0.024826504,0.011123235,0.020342117
1,0.16368105,0.45775038,-0.2397327,0.22261831,0.16368105,0.45775038,-0.2397327,0.22261831,0.013437022,0.037487123,-0.019620175,0.018212872,0.0,0.0,0.0,0.0,0.037487123,0.10514449,-0.054885156,0.05085915,0.0,0.0,0.0,0.0,-0.019620175,-0.054885156,0.02898096,-0.026592458,0.0,0.0,0.0,0.0,0.018212872,0.05085915,-0.026592458,0.026043389,0.0,0.0,0.0,0.0,0.026874045,0.07497425,-0.03924035,0.036425743,0.013437022,0.037487123,-0.019620175,0.018212872,0.07497425,0.21028899,-0.10977031,0.1017183,0.037487123,0.10514449,-0.054885156,0.05085915,-0.03924035,-0.10977031,0.05796192,-0.053184915,-0.019620175,-0.054885156,0.02898096,-0.026592458,0.036425743,0.1017183,-0.053184915,0.052086778,0.018212872,0.05085915,-0.026592458,0.026043389
2,-0.23525047,0.4216669,0.11870445,0.15213856,-0.23525047,0.4216669,0.11870445,0.15213856,0.028117305,-0.049350664,-0.014136627,-0.0179001,0.0,0.0,0.0,0.0,-0.049350664,0.08987709,0.024886658,0.032039482,0.0,0.0,0.0,0.0,-0.014136627,0.024886658,0.0071565527,0.009204351,0.0,0.0,0.0,0.0,-0.0179001,0.032039482,0.009204351,0.012538408,0.0,0.0,0.0,0.0,0.05623461,-0.09870133,-0.028273255,-0.0358002,0.028117305,-0.049350664,-0.014136627,-0.0179001,-0.09870133,0.17975418,0.049773317,0.064078964,-0.049350664,0.08987709,0.024886658,0.032039482,-0.028273255,0.049773317,0.0143131055,0.018408703,-0.014136627,0.024886658,0.0071565527,0.009204351,-0.0358002,0.064078964,0.018408703,0.025076816,-0.0179001,0.032039482,0.009204351,0.012538408
3,0.19642307,0.36013278,-0.050918132,0.33573878,0.19642307,0.36013278,-0.050918132,0.33573878,0.019385338,0.035458434,-0.0050107567,0.03297788,0.0,0.0,0.0,0.0,0.035458434,0.065504245,-0.009208679,0.060341235,0.0,0.0,0.0,0.0,-0.0050107567,-0.009208679,0.0015415776,-0.008684654,0.0,0.0,0.0,0.0,0.03297788,0.060341235,-0.008684654,0.057318173,0.0,0.0,0.0,0.0,0.038770676,0.07091687,-0.010021513,0.06595576,0.019385338,0.035458434,-0.0050107567,0.03297788,0.07091687,0.13100849,-0.018417358,0.12068247,0.035458434,0.065504245,-0.009208679,0.060341235,-0.010021513,-0.018417358,0.0030831553,-0.017369308,-0.0050107567,-0.009208679,0.0015415776,-0.008684654,0.06595576,0.12068247,-0.017369308,0.11463635,0.03297788,0.060341235,-0.008684654,0.057318173
4,-0.026180841,0.48962936,0.0703704,0.18361484,-0.026180841,0.48962936,0.0703704,0.18361484,0.00059819926,-0.0065996856,-0.0010081994,-0.0023567218,0.0,0.0,0.0,0.0,-0.0065996856,0.12057982,0.017271904,0.044826105,0.0,0.0,0.0,0.0,-0.0010081994,0.017271904,0.0025884237,0.0064610573,0.0,0.0,0.0,0.0,-0.0023567218,0.044826105,0.0064610573,0.01768966,0.0,0.0,0.0,0.0,0.0011963985,-0.013199371,-0.0020163988,-0.0047134436,0.00059819926,-0.0065996856,-0.0010081994,-0.0023567218,-0.013199371,0.24115963,0.03454381,0.08965221,-0.0065996856,0.12057982,0.017271904,0.044826105,-0.0020163988,0.03454381,0.0051768473,0.012922115,-0.0010081994,0.017271904,0.0025884237,0.0064610573,-0.0047134436,0.08965221,0.012922115,0.03537932,-0.0023567218,0.044826105,0.0064610573,0.01768966
5,0.09890386,0.43912318,-0.033720445,0.31004605,0.09890386,0.43912318,-0.033720445,0.31004605,0.004986805,0.02155497,-0.0016828977,0.015386196,0.0,0.0,0.0,0.0,0.02155497,0.09726739,-0.007361333,0.06793968,0.0,0.0,0.0,0.0,-0.0016828977,-0.007361333,0.0007739046,-0.0053338725,0.0,0.0,0.0,0.0,0.015386196,0.06793968,-0.0053338725,0.04889281,0.0,0.0,0.0,0.0,0.00997361,0.04310994,-0.0033657954,0.030772392,0.004986805,0.02155497,-0.0016828977,0.015386196,0.04310994,0.19453478,-0.014722666,0.13587935,0.02155497,0.09726739,-0.007361333,0.06793968,-0.0033657954,-0.014722666,0.0015478092,-0.010667745,-0.0016828977,-0.007361333,0.0007739046,-0.0053338725,0.030772392,0.13587935,-0.010667745,0.09778562,0.015386196,0.06793968,-0.0053338725,0.04889281
6,-0.0045494325,0.50116426,-0.0015952487,0.22589006,-0.0045494325,0.50116426,-0.0015952487,0.22589006,0.00017663545,-0.0012370544,-4.748086e-05,-0.0004952323,0.0,0.0,0.0,0.0,-0.0012370544,0.1263911,-0.00039316766,0.056419894,0.0,0.0,0.0,0.0,-4.748086e-05,-0.00039316766,0.00025316834,-0.00022830901,0.0,0.0,0.0,0.0,-0.0004952323,0.056419894,-0.00022830901,0.02633046,0.0,0.0,0.0,0.0,0.0003532709,-0.0024741087,-9.496172e-05,-0.0009904646,0.00017663545,-0.0012370544,-4.748086e-05,-0.0004952323,-0.0024741087,0.2527822,-0.0007863353,0.11283979,-0.0012370544,0.1263911,-0.00039316766,0.056419894,-9.496172e-05,-0.0007863353,0.0005063367,-0.00045661803,-4.748086e-05,-0.00039316766,0.00025316834,-0.00022830901,-0.0009904646,0.11283979,-0.00045661803,0.05266092,-0.0004952323,0.056419894,-0.00022830901,0.02633046
7,-0.03209016,0.10999207,0.060200356,0.17415546,-0.03209016,0.10999207,0.060200356,0.17415546,0.00091640116,-0.0016062626,-0.0010888044,-0.0027575,0.0,0.0,0.0,0.0,-0.0016062626,0.007154623,0.003191467,0.009500519,0.0,0.0,0.0,0.0,-0.0010888044,0.003191467,0.0019213676,0.0054393625,0.0,0.0,0.0,0.0,-0.0027575,0.009500519,0.0054393625,0.016195538,0.0,0.0,0.0,0.0,0.0018328023,-0.0032125253,-0.002177609,-0.005515,0.00091640116,-0.0016062626,-0.0010888044,-0.0027575,-0.0032125253,0.014309246,0.006382934,0.019001039,-0.0016062626,0.007154623,0.003191467,0.009500519,-0.002177609,0.006382934,0.0038427352,0.010878725,-0.0010888044,0.003191467,0.0019213676,0.0054393625,-0.005515,0.019001039,0.010878725,0.032391075,-0.0027575,0.009500519,0.0054393625,0.016195538
8,0.075410776,0.20168671,0.05628672,0.17286511,0.075410776,0.20168671,0.05628672,0.17286511,0.002979124,0.007893607,0.0020721746,0.0064750626,0.0,0.0,0.0,0.0,0.007893607,0.021723758,0.0055472846,0.017306596,0.0,0.0,0.0,0.0,0.0020721746,0.0055472846,0.0016437541,0.004942117,0.0,0.0,0.0,0.0,0.0064750626,0.017306596,0.004942117,0.015631061,0.0,0.0,0.0,0.0,0.005958248,0.015787214,0.004144349,0.012950125,0.002979124,0.007893607,0.0020721746,0.0064750626,0.015787214,0.043447517,0.011094569,0.034613192,0.007893607,0.021723758,0.0055472846,0.017306596,0.004144349,0.011094569,0.0032875082,0.009884234,0.0020721746,0.0055472846,0.0016437541,0.004942117,0.012950125,0.034613192,0.009884234,0.031262122,0.0064750626,0.017306596,0.004942117,0.015631061
9,0.09195623,0.21464966,0.017490704,0.11133856,0.09195623,0.21464966,0.017490704,0.11133856,0.0043275356,0.009732662,0.0007891077,0.0051584793,0.0,0.0,0.0,0.0,0.009732662,0.023902792,0.0018628419,0.011885452,0.0,0.0,0.0,0.0,0.0007891077,0.0018628419,0.00017494676,0.0010285494,0.0,0.0,0.0,0.0,0.0051584793,0.011885452,0.0010285494,0.007027004,0.0,0.0,0.0,0.0,0.008655071,0.019465324,0.0015782154,0.010316959,0.0043275356,0.009732662,0.0007891077,0.0051584793,0.019465324,0.047805585,0.0037256838,0.023770904,0.009732662,0.023902792,0.0018628419,0.011885452,0.0015782154,0.0037256838,0.00034989353,0.0020570988,0.0007891077,0.0018628419,0.00017494676,0.0010285494,0.010316959,0.023770904,0.0020570988,0.014054008,0.0051584793,0.011885452,0.0010285494,0.007027004
