Adj Close,Volume
2111.72998,3011710000
2109.600098,3049350000
2114.070068,3099980000
2095.840088,3200050000
2092.830078,3243690000
2079.280029,2917150000
2080.149902,3034580000
2105.199951,3414320000
2108.860107,3128600000
2094.110107,2719400000
2084.429932,3061570000
2096.290039,2919900000
2100.439941,3222240000
2121.23999,3520360000
2109.98999,4449810000
2122.850098,3030020000
2124.199951,3091190000
2108.580078,3102480000
2102.310059,3214610000
2101.48999,5025470000
2057.639893,3678960000
2063.110107,4078540000
2077.419922,3727260000
2076.780029,2996540000
2068.76001,3486360000
2081.340088,4458660000
2046.680054,3608780000
2051.310059,3446810000
2076.620117,3065070000
2099.600098,3096730000
2108.949951,3002120000
2107.399902,3261810000
2124.290039,3227080000
2126.639893,3362750000
2128.280029,3245870000
2119.209961,3343690000
2114.149902,3694070000
2102.149902,3772810000
2079.649902,3870040000
2067.639893,3836750000
2093.25,4117740000
2108.570068,4038900000
2108.629883,3579410000
2103.840088,3681340000
2098.040039,3476770000
2093.320068,3546710000
2099.840088,3968680000
2083.560059,4246570000
2077.570068,3602320000
2104.179932,3514460000
2084.070068,3708880000
2086.050049,4269130000
2083.389893,3221300000
2091.540039,2795590000
2102.439941,2867690000
2096.919922,2949990000
2079.610107,3512920000
2035.72998,3922470000
1970.890015,5018240000
1893.209961,6612690000
1867.609985,5183560000
1940.51001,5338250000
1987.660034,5006390000
1988.869995,3949080000
1972.180054,3915100000
1913.849976,4371850000
1948.859985,3742620000
1951.130005,3520700000
1921.219971,3167090000
1969.410034,3548650000
1942.040039,3652120000
1952.290039,3626320000
1961.050049,3218590000
1953.030029,3000200000
1978.089966,3239860000
1995.310059,3630680000
1990.199951,4183790000
1958.030029,6021240000
1966.969971,3269350000
1942.73999,3808260000
1938.76001,3190530000
1932.23999,4091530000
1931.339966,3721870000
1881.77002,4326660000
1884.089966,4132390000
1920.030029,4525070000
1923.819946,3983600000
1951.359985,4378570000
1987.050049,4334490000
1979.920044,4202400000
1995.829956,4666470000
2013.430054,3939140000
2014.890015,3706900000
2017.459961,2893250000
2003.689941,3401920000
1994.23999,3644590000
2023.859985,3746290000
2033.109985,3595430000
2033.660034,3287320000
2030.77002,3331500000
2018.939941,3627790000
2052.51001,4430850000
2075.149902,4108460000
2071.179932,3385800000
2065.889893,4216880000
2090.350098,4698110000
2089.409912,4008940000
2079.360107,4256200000
2104.050049,3760020000
2109.790039,4272060000
2102.310059,4078870000
2099.929932,4051890000
2099.199951,4369020000
2078.580078,3882350000
2081.719971,3821440000
2075,3692410000
2045.969971,4016370000
2023.040039,4278750000
2053.189941,3741240000
2050.439941,4427350000
2083.580078,3926390000
2081.23999,3628110000
2089.169922,3929600000
